gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Gangguan pencernaan,"0,75",Andong,Cordyline fruticosa,Andong (Jawa); Hanjuang (Sunda); Endong (Madura); Hanja (Dayak); Rontong (Bugis).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias yang juga memiliki manfaat pengobatan, dengan daun berwarna hijau kemerahan yang tumbuh rimbun. Tanaman ini sering ditemukan di pekarangan rumah atau taman, tumbuh baik di daerah beriklim tropis. Selain digunakan untuk menghias, daunnya memiliki kandungan senyawa bioaktif yang bermanfaat untuk kesehatan. Secara tradisional, daunnya digunakan untuk menghentikan pendarahan dan mempercepat penyembuhan luka. Selain itu, ekstrak tanaman ini juga diketahui memiliki sifat antimikroba dan antioksidan.","Mimisan
Luka
Nyeri haid
Iritasi kulit
Wasir","Flavonoid, saponin, tanin, polifenol, zat besi.","Ambil beberapa lembar daun andong, rebus dengan 2 gelas air hingga tersisa setengahnya. Saring dan minum air rebusan ini dua kali sehari. Sifat anti-inflamasi daun andong membantu mengurangi peradangan dan rasa nyeri pada wasir."
Batuk,"0,6",Aren,Arenga pinnata,"Aren (Jawa, Sunda); Bagot (Batak); Bilulu (Nusa Tenggara); Kalapa Gading (Minangkabau); Puteh Jawo (Aceh).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon palem yang dikenal sebagai sumber gula aren, dengan batang tinggi, serat kasar, dan daun yang menjuntai. Tanaman ini tumbuh subur di daerah tropis dengan curah hujan tinggi. Selain menghasilkan gula alami, pohon ini juga digunakan untuk membuat nira dan bahan bangunan. Dalam pengobatan tradisional, sering dimanfaatkan untuk meningkatkan energi dan memperbaiki metabolisme tubuh. Bagian batang dan daunnya juga mengandung senyawa bioaktif yang dipercaya dapat meningkatkan daya tahan tubuh.","Batuk
Sembelit
Demam
Anemia
Perut kembung","Sukrosa, glukosa, kalsium, magnesium, fosfor, protein.",Gunakan nira aren yang segar. Minum 1-2 sendok makan nira aren yang telah dipanaskan ringan setiap pagi dan malam. Nira aren membantu melegakan tenggorokan dan meredakan batuk.
Sembelit,"0,8",Aren,Arenga pinnata,"Aren (Jawa, Sunda); Bagot (Batak); Bilulu (Nusa Tenggara); Kalapa Gading (Minangkabau); Puteh Jawo (Aceh).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon palem yang dikenal sebagai sumber gula aren, dengan batang tinggi, serat kasar, dan daun yang menjuntai. Tanaman ini tumbuh subur di daerah tropis dengan curah hujan tinggi. Selain menghasilkan gula alami, pohon ini juga digunakan untuk membuat nira dan bahan bangunan. Dalam pengobatan tradisional, sering dimanfaatkan untuk meningkatkan energi dan memperbaiki metabolisme tubuh. Bagian batang dan daunnya juga mengandung senyawa bioaktif yang dipercaya dapat meningkatkan daya tahan tubuh.","Batuk
Sembelit
Demam
Anemia
Perut kembung","Sukrosa, glukosa, kalsium, magnesium, fosfor, protein.","Campurkan 2 sendok makan gula aren ke dalam segelas air hangat, aduk hingga larut. Minum di pagi hari sebelum makan untuk membantu melancarkan buang air besar, berkat sifat pencahar alami dari gula aren."
Demam,"0,5",Aren,Arenga pinnata,"Aren (Jawa, Sunda); Bagot (Batak); Bilulu (Nusa Tenggara); Kalapa Gading (Minangkabau); Puteh Jawo (Aceh).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon palem yang dikenal sebagai sumber gula aren, dengan batang tinggi, serat kasar, dan daun yang menjuntai. Tanaman ini tumbuh subur di daerah tropis dengan curah hujan tinggi. Selain menghasilkan gula alami, pohon ini juga digunakan untuk membuat nira dan bahan bangunan. Dalam pengobatan tradisional, sering dimanfaatkan untuk meningkatkan energi dan memperbaiki metabolisme tubuh. Bagian batang dan daunnya juga mengandung senyawa bioaktif yang dipercaya dapat meningkatkan daya tahan tubuh.","Batuk
Sembelit
Demam
Anemia
Perut kembung","Sukrosa, glukosa, kalsium, magnesium, fosfor, protein.",Rebus 1-2 lembar daun aren muda dalam 2 gelas air hingga mendidih. Saring dan minum air rebusan hangat dua kali sehari. Daun aren memiliki sifat antipiretik yang dapat membantu menurunkan demam.
Panas dalam,"0,7",Aren,Arenga pinnata,"Aren (Jawa, Sunda); Bagot (Batak); Bilulu (Nusa Tenggara); Kalapa Gading (Minangkabau); Puteh Jawo (Aceh).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon palem yang dikenal sebagai sumber gula aren, dengan batang tinggi, serat kasar, dan daun yang menjuntai. Tanaman ini tumbuh subur di daerah tropis dengan curah hujan tinggi. Selain menghasilkan gula alami, pohon ini juga digunakan untuk membuat nira dan bahan bangunan. Dalam pengobatan tradisional, sering dimanfaatkan untuk meningkatkan energi dan memperbaiki metabolisme tubuh. Bagian batang dan daunnya juga mengandung senyawa bioaktif yang dipercaya dapat meningkatkan daya tahan tubuh.","Batuk
Sembelit
Demam
Anemia
Perut kembung","Sukrosa, glukosa, kalsium, magnesium, fosfor, protein.","Larutkan 2 sendok makan gula aren dalam 200 ml air hangat, lalu diminum 1–2 kali sehari. "
Perut kembung,"0,6",Aren,Arenga pinnata,"Aren (Jawa, Sunda); Bagot (Batak); Bilulu (Nusa Tenggara); Kalapa Gading (Minangkabau); Puteh Jawo (Aceh).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon palem yang dikenal sebagai sumber gula aren, dengan batang tinggi, serat kasar, dan daun yang menjuntai. Tanaman ini tumbuh subur di daerah tropis dengan curah hujan tinggi. Selain menghasilkan gula alami, pohon ini juga digunakan untuk membuat nira dan bahan bangunan. Dalam pengobatan tradisional, sering dimanfaatkan untuk meningkatkan energi dan memperbaiki metabolisme tubuh. Bagian batang dan daunnya juga mengandung senyawa bioaktif yang dipercaya dapat meningkatkan daya tahan tubuh.","Batuk
Sembelit
Demam
Anemia
Perut kembung","Sukrosa, glukosa, kalsium, magnesium, fosfor, protein.","Larutkan 2 sendok teh gula aren dalam segelas air hangat dan tambahkan sedikit perasan jeruk nipis. Minum secara perlahan setelah makan untuk membantu pencernaan, karena gula aren dapat merangsang enzim pencernaan dan mengurangi kembung."
Demam,"0,8",Asam jawa,Tamarindus indica,Asem (Jawa); Bakasap (Aceh); Koseka (Sulawesi); Tangkal Asem (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman yang dikenal dengan buahnya yang memiliki rasa asam segar, sering digunakan dalam masakan tradisional dan sebagai bahan obat. Pohonnya tumbuh besar dengan daun kecil majemuk dan buah berwarna coklat kehijauan. Dalam pengobatan tradisional, tanaman ini dipercaya membantu melancarkan pencernaan, mengurangi demam, dan meredakan nyeri otot. Buahnya kaya akan vitamin C dan senyawa antioksidan yang baik untuk menjaga kesehatan tubuh. Selain itu, bagian biji dan daunnya juga memiliki manfaat medis untuk berbagai penyakit ringan.","Demam
Batuk
Sembelit
Sakit tenggorokan
Nyeri haid","Asam tartarat, pektin, flavonoid, saponin, tanin, vitamin C.","Asam jawa dapat membantu menurunkan demam. Rebus 10 gram daging buah asam jawa dengan segelas air hingga mendidih. Setelah dingin, minum air rebusan ini dua kali sehari untuk membantu tubuh menurunkan suhu."
Batuk,"0,6",Asam jawa,Tamarindus indica,Asem (Jawa); Bakasap (Aceh); Koseka (Sulawesi); Tangkal Asem (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman yang dikenal dengan buahnya yang memiliki rasa asam segar, sering digunakan dalam masakan tradisional dan sebagai bahan obat. Pohonnya tumbuh besar dengan daun kecil majemuk dan buah berwarna coklat kehijauan. Dalam pengobatan tradisional, tanaman ini dipercaya membantu melancarkan pencernaan, mengurangi demam, dan meredakan nyeri otot. Buahnya kaya akan vitamin C dan senyawa antioksidan yang baik untuk menjaga kesehatan tubuh. Selain itu, bagian biji dan daunnya juga memiliki manfaat medis untuk berbagai penyakit ringan.","Demam
Batuk
Sembelit
Sakit tenggorokan
Nyeri haid","Asam tartarat, pektin, flavonoid, saponin, tanin, vitamin C.","Untuk mengatasi batuk berdahak, seduh 15 gram asam jawa dengan air hangat dan tambahkan sedikit madu. Minum ramuan ini dua kali sehari untuk membantu mengencerkan dahak dan meredakan batuk."
Sembelit,"0,9",Asam jawa,Tamarindus indica,Asem (Jawa); Bakasap (Aceh); Koseka (Sulawesi); Tangkal Asem (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman yang dikenal dengan buahnya yang memiliki rasa asam segar, sering digunakan dalam masakan tradisional dan sebagai bahan obat. Pohonnya tumbuh besar dengan daun kecil majemuk dan buah berwarna coklat kehijauan. Dalam pengobatan tradisional, tanaman ini dipercaya membantu melancarkan pencernaan, mengurangi demam, dan meredakan nyeri otot. Buahnya kaya akan vitamin C dan senyawa antioksidan yang baik untuk menjaga kesehatan tubuh. Selain itu, bagian biji dan daunnya juga memiliki manfaat medis untuk berbagai penyakit ringan.","Demam
Batuk
Sembelit
Sakit tenggorokan
Nyeri haid","Asam tartarat, pektin, flavonoid, saponin, tanin, vitamin C.","Asam jawa memiliki efek pencahar alami. Ambil 15 gram daging buah asam jawa, seduh dengan segelas air hangat, tambahkan sedikit gula untuk rasa, dan minum sebelum tidur. Ramuan ini membantu melancarkan buang air besar."
Sakit tenggorokan,"0,7",Asam jawa,Tamarindus indica,Asem (Jawa); Bakasap (Aceh); Koseka (Sulawesi); Tangkal Asem (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman yang dikenal dengan buahnya yang memiliki rasa asam segar, sering digunakan dalam masakan tradisional dan sebagai bahan obat. Pohonnya tumbuh besar dengan daun kecil majemuk dan buah berwarna coklat kehijauan. Dalam pengobatan tradisional, tanaman ini dipercaya membantu melancarkan pencernaan, mengurangi demam, dan meredakan nyeri otot. Buahnya kaya akan vitamin C dan senyawa antioksidan yang baik untuk menjaga kesehatan tubuh. Selain itu, bagian biji dan daunnya juga memiliki manfaat medis untuk berbagai penyakit ringan.","Demam
Batuk
Sembelit
Sakit tenggorokan
Nyeri haid","Asam tartarat, pektin, flavonoid, saponin, tanin, vitamin C.",Campurkan 10 gram asam jawa dengan 1 sendok teh garam ke dalam segelas air hangat. Gunakan campuran ini untuk berkumur 2-3 kali sehari. Ramuan ini membantu meredakan peradangan dan membunuh bakteri di tenggorokan.
Nyeri haid,"0,8",Asam jawa,Tamarindus indica,Asem (Jawa); Bakasap (Aceh); Koseka (Sulawesi); Tangkal Asem (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman yang dikenal dengan buahnya yang memiliki rasa asam segar, sering digunakan dalam masakan tradisional dan sebagai bahan obat. Pohonnya tumbuh besar dengan daun kecil majemuk dan buah berwarna coklat kehijauan. Dalam pengobatan tradisional, tanaman ini dipercaya membantu melancarkan pencernaan, mengurangi demam, dan meredakan nyeri otot. Buahnya kaya akan vitamin C dan senyawa antioksidan yang baik untuk menjaga kesehatan tubuh. Selain itu, bagian biji dan daunnya juga memiliki manfaat medis untuk berbagai penyakit ringan.","Demam
Batuk
Sembelit
Sakit tenggorokan
Nyeri haid","Asam tartarat, pektin, flavonoid, saponin, tanin, vitamin C.","Untuk mengatasi nyeri haid, seduh 10 gram asam jawa dengan air hangat dan tambahkan gula merah. Minum dua kali sehari saat nyeri muncul. Asam jawa membantu melancarkan aliran darah dan meredakan kram."
Demam,"0,8",Bawang merah,Allium cepa,"Brambang (Jawa, Sunda); Bawang Ulo (Madura); Maliso (Sulawesi); Bawang Puteh (Aceh); Beleuto (Gorontalo).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"salah satu tanaman bumbu yang sangat populer di Indonesia, dengan daun panjang berlapis dan umbi berwarna merah. Tanaman ini tumbuh subur di dataran rendah hingga tinggi, membutuhkan tanah yang lembap namun tidak terlalu basah. Selain menjadi bahan utama masakan, tanaman ini kaya akan senyawa sulfur yang memiliki sifat antibakteri alami. Khasiat utamanya meliputi meredakan flu, meningkatkan imunitas, dan menjaga kesehatan jantung. Umbinya juga sering digunakan sebagai komponen dalam pengobatan tradisional untuk mengatasi infeksi ringan.","Demam
Batuk
Masuk angin
Nyeri sendi
Luka","Sulfur, quercetin, flavonoid, vitamin C, allicin, serat.","Haluskan 2-3 siung bawang merah, campurkan dengan minyak kelapa, dan gosokkan pada bagian punggung, dada, dan kaki. Cara ini membantu menurunkan suhu tubuh berkat efek menenangkan dari bawang merah."
Batuk,"0,6",Bawang merah,Allium cepa,"Brambang (Jawa, Sunda); Bawang Ulo (Madura); Maliso (Sulawesi); Bawang Puteh (Aceh); Beleuto (Gorontalo).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"salah satu tanaman bumbu yang sangat populer di Indonesia, dengan daun panjang berlapis dan umbi berwarna merah. Tanaman ini tumbuh subur di dataran rendah hingga tinggi, membutuhkan tanah yang lembap namun tidak terlalu basah. Selain menjadi bahan utama masakan, tanaman ini kaya akan senyawa sulfur yang memiliki sifat antibakteri alami. Khasiat utamanya meliputi meredakan flu, meningkatkan imunitas, dan menjaga kesehatan jantung. Umbinya juga sering digunakan sebagai komponen dalam pengobatan tradisional untuk mengatasi infeksi ringan.","Demam
Batuk
Masuk angin
Nyeri sendi
Luka","Sulfur, quercetin, flavonoid, vitamin C, allicin, serat.","Iris bawang merah dan campur dengan madu atau gula merah. Diamkan selama beberapa jam hingga keluar cairannya, lalu minum satu sendok teh cairan tersebut dua kali sehari. Bawang merah membantu meredakan batuk dengan sifat ekspektoran alami."
Perut kembung,"0,9",Bawang merah,Allium cepa,"Brambang (Jawa, Sunda); Bawang Ulo (Madura); Maliso (Sulawesi); Bawang Puteh (Aceh); Beleuto (Gorontalo).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"salah satu tanaman bumbu yang sangat populer di Indonesia, dengan daun panjang berlapis dan umbi berwarna merah. Tanaman ini tumbuh subur di dataran rendah hingga tinggi, membutuhkan tanah yang lembap namun tidak terlalu basah. Selain menjadi bahan utama masakan, tanaman ini kaya akan senyawa sulfur yang memiliki sifat antibakteri alami. Khasiat utamanya meliputi meredakan flu, meningkatkan imunitas, dan menjaga kesehatan jantung. Umbinya juga sering digunakan sebagai komponen dalam pengobatan tradisional untuk mengatasi infeksi ringan.","Demam
Batuk
Masuk angin
Nyeri sendi
Luka","Sulfur, quercetin, flavonoid, vitamin C, allicin, serat.","Tumbuk halus 3 siung bawang merah, campurkan dengan sedikit minyak kayu putih, dan oleskan pada area perut dan punggung. Kombinasi ini membantu menghangatkan tubuh dan mengurangi gejala masuk angin."
Nyeri sendi,"0,7",Bawang merah,Allium cepa,"Brambang (Jawa, Sunda); Bawang Ulo (Madura); Maliso (Sulawesi); Bawang Puteh (Aceh); Beleuto (Gorontalo).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"salah satu tanaman bumbu yang sangat populer di Indonesia, dengan daun panjang berlapis dan umbi berwarna merah. Tanaman ini tumbuh subur di dataran rendah hingga tinggi, membutuhkan tanah yang lembap namun tidak terlalu basah. Selain menjadi bahan utama masakan, tanaman ini kaya akan senyawa sulfur yang memiliki sifat antibakteri alami. Khasiat utamanya meliputi meredakan flu, meningkatkan imunitas, dan menjaga kesehatan jantung. Umbinya juga sering digunakan sebagai komponen dalam pengobatan tradisional untuk mengatasi infeksi ringan.","Demam
Batuk
Masuk angin
Nyeri sendi
Luka","Sulfur, quercetin, flavonoid, vitamin C, allicin, serat.",Tumbuk halus bawang merah dan campurkan dengan minyak kelapa hangat. Gunakan campuran ini sebagai kompres pada sendi yang nyeri. Bawang merah membantu meredakan peradangan dan mengurangi rasa sakit.
Luka,"0,5",Bawang merah,Allium cepa,"Brambang (Jawa, Sunda); Bawang Ulo (Madura); Maliso (Sulawesi); Bawang Puteh (Aceh); Beleuto (Gorontalo).",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"salah satu tanaman bumbu yang sangat populer di Indonesia, dengan daun panjang berlapis dan umbi berwarna merah. Tanaman ini tumbuh subur di dataran rendah hingga tinggi, membutuhkan tanah yang lembap namun tidak terlalu basah. Selain menjadi bahan utama masakan, tanaman ini kaya akan senyawa sulfur yang memiliki sifat antibakteri alami. Khasiat utamanya meliputi meredakan flu, meningkatkan imunitas, dan menjaga kesehatan jantung. Umbinya juga sering digunakan sebagai komponen dalam pengobatan tradisional untuk mengatasi infeksi ringan.","Demam
Batuk
Masuk angin
Nyeri sendi
Luka","Sulfur, quercetin, flavonoid, vitamin C, allicin, serat.",Iris bawang merah dan oleskan cairannya langsung pada luka kecil. Sifat antimikroba bawang merah membantu mencegah infeksi dan mempercepat penyembuhan luka.
Pilek,"0,8",Bawang putih,Allium sativum,Bagasu (Batak); Pasemang (Minangkabau); Bawang Getah (Sumatera); Maliso (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbentuk umbi yang dikenal dengan aroma khas dan rasanya yang pedas. Umbinya berwarna putih dengan lapisan tipis, tumbuh baik di daerah tropis dengan tanah subur. Mengandung senyawa allicin, tanaman ini memiliki sifat antibiotik alami yang kuat. Secara umum, digunakan untuk meningkatkan daya tahan tubuh, mengontrol tekanan darah, dan melawan infeksi. Selain itu, tanaman ini juga dipercaya membantu menurunkan kadar kolesterol jahat dalam darah.","Flu
Darah tinggi
Kolesterol
Nyeri otot
Iritasi kulit","Allicin, saponin, flavonoid, selenium, vitamin C, minyak atsiri.","Hancurkan 2-3 siung bawang putih segar hingga halus, lalu campurkan dengan air hangat atau teh hangat. Tambahkan madu untuk memperbaiki rasa jika diperlukan, dan minum ramuan ini dua kali sehari."
Darah tinggi,"0,95",Bawang putih,Allium sativum,Bagasu (Batak); Pasemang (Minangkabau); Bawang Getah (Sumatera); Maliso (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbentuk umbi yang dikenal dengan aroma khas dan rasanya yang pedas. Umbinya berwarna putih dengan lapisan tipis, tumbuh baik di daerah tropis dengan tanah subur. Mengandung senyawa allicin, tanaman ini memiliki sifat antibiotik alami yang kuat. Secara umum, digunakan untuk meningkatkan daya tahan tubuh, mengontrol tekanan darah, dan melawan infeksi. Selain itu, tanaman ini juga dipercaya membantu menurunkan kadar kolesterol jahat dalam darah.","Flu
Darah tinggi
Kolesterol
Nyeri otot
Iritasi kulit","Allicin, saponin, flavonoid, selenium, vitamin C, minyak atsiri.","Konsumsi bawang putih mentah dengan cara memakan 1 siung per hari, atau rebus 2-3 siung bawang putih dalam segelas susu dan minum hangat setiap pagi. Bawang putih membantu melebarkan pembuluh darah dan menurunkan tekanan darah."
